Fecha de captura,Level A,Description level A,Level B,Description level B,Level C,Description level C,Test Function,Configuración,Primary Measurement,Sub Measurement 1,Sub Measurement 2,Sub Measurement 3,Sub Measurement 4,Sub Measurement 5,Sub Measurement 6,Remark,Notas,Activo,Orden de trabajo,ID de usuario,Número de modelo,Nombre de la herramienta,Número de serie
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.42 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.42 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.44 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.45 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.68 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.68 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.67 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.68 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.84 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.85 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.42 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.42 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.48 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.48 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.50 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.50 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.88 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.88 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.95 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.96 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.98 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.98 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.84 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.84 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.91 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.92 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.94 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.95 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.50 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.50 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.61 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.62 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.65 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.66 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.52 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.52 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.60 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.61 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.63 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.63 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.57 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,N-PE,0.57 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.65 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-PE,0.66 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.68 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
31 dic 1969 21:00:00,1,,1,,1,,Prueba de continuidad,L-N,0.69 ohm,,,,,,,,,No asignado,,gomzacari@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
